region,region_orig,date,confirmed,deaths
21,21,2/28/2021,23912,614
22,22,2/28/2021,29776,887
23,23,2/28/2021,20183,572
24,24,2/28/2021,11674,444
25,25,2/28/2021,22750,526
1,1,3/1/2021,21224,323
2,2,3/1/2021,42993,1863
3,3,3/1/2021,11379,266
4,4,3/1/2021,60713,2012
5,5,3/1/2021,19508,502
6,6,3/1/2021,33252,793
7,7,3/1/2021,58294,2467
8,8,3/1/2021,35415,753
9,9,3/1/2021,9631,226
10,10,3/1/2021,25286,759
11,11,3/1/2021,41136,2254
12,12,3/1/2021,43757,1513
13,13,3/1/2021,45799,2854
14,14,3/1/2021,38420,2143
15,26,3/1/2021,573248,18356
15,27,3/1/2021,42489,2058
16,16,3/1/2021,32175,1188
17,17,3/1/2021,10215,177
18,18,3/1/2021,20063,457
19,19,3/1/2021,9443,239
20,20,3/1/2021,50061,2421
21,21,3/1/2021,23948,619
22,22,3/1/2021,29789,888
23,23,3/1/2021,20211,583
24,24,3/1/2021,11714,444
25,25,3/1/2021,22776,527
1,1,3/2/2021,21287,326
2,2,3/2/2021,43142,1871
3,3,3/2/2021,11432,269
4,4,3/2/2021,60867,2018
5,5,3/2/2021,19644,503
6,6,3/2/2021,33414,794
7,7,3/2/2021,58532,2484
8,8,3/2/2021,35671,756
9,9,3/2/2021,9664,229
10,10,3/2/2021,25318,762
11,11,3/2/2021,41285,2270
12,12,3/2/2021,43990,1524
13,13,3/2/2021,45988,2858
14,14,3/2/2021,38487,2150
15,26,3/2/2021,575835,18429
15,27,3/2/2021,42682,2070
16,16,3/2/2021,32298,1192
17,17,3/2/2021,10238,178
18,18,3/2/2021,20101,457
19,19,3/2/2021,9468,241
20,20,3/2/2021,50187,2424
21,21,3/2/2021,23995,629
22,22,3/2/2021,29868,892
23,23,3/2/2021,20288,593
24,24,3/2/2021,11785,445
25,25,3/2/2021,22831,530
1,1,3/3/2021,21362,326
2,2,3/3/2021,43318,1878
3,3,3/3/2021,11490,275
4,4,3/3/2021,61109,2026
5,5,3/3/2021,19754,504
6,6,3/3/2021,33670,801
7,7,3/3/2021,58817,2495
8,8,3/3/2021,35941,759
9,9,3/3/2021,9702,231
10,10,3/3/2021,25364,764
11,11,3/3/2021,41442,2277
12,12,3/3/2021,44252,1537
13,13,3/3/2021,46229,2863
14,14,3/3/2021,38558,2157
15,26,3/3/2021,579106,18517
15,27,3/3/2021,42939,2076
16,16,3/3/2021,32406,1197
17,17,3/3/2021,10277,179
18,18,3/3/2021,20180,457
19,19,3/3/2021,9516,244
20,20,3/3/2021,50330,2425
21,21,3/3/2021,24098,630
22,22,3/3/2021,30001,895
23,23,3/3/2021,20375,596
24,24,3/3/2021,11812,446
25,25,3/3/2021,22921,534
1,1,3/4/2021,21407,328
2,2,3/4/2021,43517,1884
3,3,3/4/2021,11540,277
4,4,3/4/2021,61261,2035
5,5,3/4/2021,19814,511
6,6,3/4/2021,33767,804
7,7,3/4/2021,58992,2503
8,8,3/4/2021,36116,764
9,9,3/4/2021,9733,239
10,10,3/4/2021,25398,765
11,11,3/4/2021,41524,2289
12,12,3/4/2021,44477,1547
13,13,3/4/2021,46395,2873
14,14,3/4/2021,38653,2160
15,26,3/4/2021,581432,18594
15,27,3/4/2021,43155,2088
16,16,3/4/2021,32511,1205
17,17,3/4/2021,10291,180
18,18,3/4/2021,20239,460
19,19,3/4/2021,9556,247
20,20,3/4/2021,50503,2427
21,21,3/4/2021,24169,636
22,22,3/4/2021,30092,898
23,23,3/4/2021,20493,604
24,24,3/4/2021,11832,448
25,25,3/4/2021,22980,540
1,1,3/5/2021,21519,329
2,2,3/5/2021,43682,1891
3,3,3/5/2021,11599,277
4,4,3/5/2021,61489,2039
5,5,3/5/2021,19999,516
6,6,3/5/2021,34113,809
7,7,3/5/2021,59476,2515
8,8,3/5/2021,36476,767
9,9,3/5/2021,9777,243
10,10,3/5/2021,25431,766
11,11,3/5/2021,41653,2297
12,12,3/5/2021,44769,1560
13,13,3/5/2021,46700,2879
14,14,3/5/2021,38722,2164
15,26,3/5/2021,585672,18676
15,27,3/5/2021,43456,2094
16,16,3/5/2021,32715,1212
17,17,3/5/2021,10339,180
18,18,3/5/2021,20303,461
19,19,3/5/2021,9600,249
20,20,3/5/2021,50689,2429
21,21,3/5/2021,24276,638
22,22,3/5/2021,30214,899
23,23,3/5/2021,20584,611
24,24,3/5/2021,11955,449
25,25,3/5/2021,23086,541
1,1,3/6/2021,21606,329
2,2,3/6/2021,43850,1902
3,3,3/6/2021,11649,280
4,4,3/6/2021,61685,2041
5,5,3/6/2021,20111,520
6,6,3/6/2021,34354,814
7,7,3/6/2021,59889,2519
8,8,3/6/2021,36757,770
9,9,3/6/2021,9805,244
10,10,3/6/2021,25472,770
11,11,3/6/2021,41727,2304
12,12,3/6/2021,45003,1568
13,13,3/6/2021,46871,2888
14,14,3/6/2021,38839,2168
15,26,3/6/2021,588923,18757
15,27,3/6/2021,43780,2108
16,16,3/6/2021,32835,1216
17,17,3/6/2021,10389,181
18,18,3/6/2021,20386,464
19,19,3/6/2021,9667,250
20,20,3/6/2021,50887,2431
21,21,3/6/2021,24362,641
22,22,3/6/2021,30321,905
23,23,3/6/2021,20647,614
24,24,3/6/2021,11971,450
25,25,3/6/2021,23178,547
1,1,3/7/2021,21632,332
2,2,3/7/2021,44061,1909
3,3,3/7/2021,11706,284
4,4,3/7/2021,61832,2044
5,5,3/7/2021,20264,523
6,6,3/7/2021,34659,818
7,7,3/7/2021,60235,2528
8,8,3/7/2021,37016,776
9,9,3/7/2021,9830,245
10,10,3/7/2021,25509,772
11,11,3/7/2021,41873,2311
12,12,3/7/2021,45189,1577
13,13,3/7/2021,47096,2898
14,14,3/7/2021,38950,2168
15,26,3/7/2021,591953,18828
15,27,3/7/2021,44009,2124
16,16,3/7/2021,32882,1219
17,17,3/7/2021,10435,181
18,18,3/7/2021,20439,464
19,19,3/7/2021,9707,250
20,20,3/7/2021,51093,2433
21,21,3/7/2021,24440,644
22,22,3/7/2021,30408,906
23,23,3/7/2021,20725,619
24,24,3/7/2021,11990,452
25,25,3/7/2021,23243,549
1,1,3/8/2021,21646,332
2,2,3/8/2021,44121,1910
3,3,3/8/2021,11729,285
4,4,3/8/2021,61888,2050
5,5,3/8/2021,20298,525
6,6,3/8/2021,34707,818
7,7,3/8/2021,60429,2538
8,8,3/8/2021,37093,782
9,9,3/8/2021,9845,246
10,10,3/8/2021,25536,772
11,11,3/8/2021,41933,2313
12,12,3/8/2021,45266,1586
13,13,3/8/2021,47184,2908
14,14,3/8/2021,39044,2169
15,26,3/8/2021,593741,18882
15,27,3/8/2021,44169,2126
16,16,3/8/2021,32968,1222
17,17,3/8/2021,10456,181
18,18,3/8/2021,20497,464
19,19,3/8/2021,9766,251
20,20,3/8/2021,51194,2433
21,21,3/8/2021,24473,646
22,22,3/8/2021,30444,907
23,23,3/8/2021,20752,623
24,24,3/8/2021,11998,454
25,25,3/8/2021,23290,550
1,1,3/9/2021,21687,334
2,2,3/9/2021,44301,1913
3,3,3/9/2021,11783,288
4,4,3/9/2021,62147,2055
5,5,3/9/2021,20393,530
6,6,3/9/2021,34903,821
7,7,3/9/2021,60674,2549
8,8,3/9/2021,37312,787
9,9,3/9/2021,9894,250
10,10,3/9/2021,25578,774
11,11,3/9/2021,42055,2319
12,12,3/9/2021,45469,1593
13,13,3/9/2021,47337,2916
14,14,3/9/2021,39130,2170
15,26,3/9/2021,596422,18975
15,27,3/9/2021,44358,2140
16,16,3/9/2021,33089,1228
17,17,3/9/2021,10496,181
18,18,3/9/2021,20548,467
19,19,3/9/2021,9817,252
20,20,3/9/2021,51352,2436
21,21,3/9/2021,24533,647
22,22,3/9/2021,30545,908
23,23,3/9/2021,20825,624
24,24,3/9/2021,12020,454
25,25,3/9/2021,23355,552
1,1,3/10/2021,21771,337
2,2,3/10/2021,44595,1919
3,3,3/10/2021,11863,289
4,4,3/10/2021,62347,2058
5,5,3/10/2021,20554,532
6,6,3/10/2021,35208,825
7,7,3/10/2021,61075,2558
8,8,3/10/2021,37622,790
9,9,3/10/2021,9928,252
10,10,3/10/2021,25632,778
11,11,3/10/2021,42193,2328
12,12,3/10/2021,45732,1598
13,13,3/10/2021,47569,2924
14,14,3/10/2021,39213,2173
15,26,3/10/2021,599788,19042
15,27,3/10/2021,44675,2147
16,16,3/10/2021,33252,1233
17,17,3/10/2021,10553,182
18,18,3/10/2021,20610,468
19,19,3/10/2021,9909,253
20,20,3/10/2021,51596,2439
21,21,3/10/2021,24624,649
22,22,3/10/2021,30674,912
23,23,3/10/2021,20917,626
24,24,3/10/2021,12073,454
25,25,3/10/2021,23484,557
1,1,3/11/2021,21832,340
2,2,3/11/2021,44808,1924
3,3,3/11/2021,11946,290
4,4,3/11/2021,62514,2062
5,5,3/11/2021,20688,539
6,6,3/11/2021,35453,828
7,7,3/11/2021,61443,2565
8,8,3/11/2021,37964,794
9,9,3/11/2021,9981,253
10,10,3/11/2021,25686,782
11,11,3/11/2021,42328,2330
12,12,3/11/2021,45957,1604
13,13,3/11/2021,47892,2936
14,14,3/11/2021,39352,2175
15,26,3/11/2021,603030,19110
15,27,3/11/2021,44992,2153
16,16,3/11/2021,33370,1237
17,17,3/11/2021,10590,182
18,18,3/11/2021,20668,470
19,19,3/11/2021,9949,255
20,20,3/11/2021,51865,2443
21,21,3/11/2021,24747,649
22,22,3/11/2021,30790,914
23,23,3/11/2021,20997,630
24,24,3/11/2021,12110,456
25,25,3/11/2021,23619,563
1,1,3/12/2021,21940,341
2,2,3/12/2021,45060,1935
3,3,3/12/2021,12011,291
4,4,3/12/2021,62707,2065
5,5,3/12/2021,20804,544
6,6,3/12/2021,35662,832
7,7,3/12/2021,61761,2575
8,8,3/12/2021,38265,798
9,9,3/12/2021,10016,253
10,10,3/12/2021,25741,787
11,11,3/12/2021,42434,2335
12,12,3/12/2021,46179,1610
13,13,3/12/2021,48194,2944
14,14,3/12/2021,39434,2175
15,26,3/12/2021,607364,19188
15,27,3/12/2021,45304,2164
16,16,3/12/2021,33515,1243
17,17,3/12/2021,10635,182
18,18,3/12/2021,20717,473
19,19,3/12/2021,10026,257
20,20,3/12/2021,52129,2447
21,21,3/12/2021,24812,652
22,22,3/12/2021,30888,916
23,23,3/12/2021,21059,633
24,24,3/12/2021,12166,456
25,25,3/12/2021,23787,568
1,1,3/13/2021,21965,343
2,2,3/13/2021,45226,1945
3,3,3/13/2021,12056,291
4,4,3/13/2021,62840,2070
5,5,3/13/2021,20935,550
6,6,3/13/2021,35749,837
7,7,3/13/2021,61983,2581
8,8,3/13/2021,38444,800
9,9,3/13/2021,10054,255
10,10,3/13/2021,25780,789
11,11,3/13/2021,42503,2339
12,12,3/13/2021,46394,1621
13,13,3/13/2021,48414,2952
14,14,3/13/2021,39519,2184
15,26,3/13/2021,609950,19381
15,27,3/13/2021,45540,2051
16,16,3/13/2021,33694,1248
17,17,3/13/2021,10680,183
18,18,3/13/2021,20746,473
19,19,3/13/2021,10055,259
20,20,3/13/2021,52311,2451
21,21,3/13/2021,24887,653
22,22,3/13/2021,31022,917
23,23,3/13/2021,21112,635
24,24,3/13/2021,12204,458
25,25,3/13/2021,23900,575
1,1,3/14/2021,21995,344
2,2,3/14/2021,45417,1963
3,3,3/14/2021,12114,293
4,4,3/14/2021,62933,2075
5,5,3/14/2021,21039,556
6,6,3/14/2021,35895,843
7,7,3/14/2021,62187,2594
8,8,3/14/2021,38636,803
9,9,3/14/2021,10084,255
10,10,3/14/2021,25824,791
11,11,3/14/2021,42581,2343
12,12,3/14/2021,46551,1627
13,13,3/14/2021,48630,2958
14,14,3/14/2021,39560,2190
15,26,3/14/2021,611839,19416
15,27,3/14/2021,45813,2064
16,16,3/14/2021,33744,1255
17,17,3/14/2021,10733,183
18,18,3/14/2021,20758,473
19,19,3/14/2021,10087,261
20,20,3/14/2021,52496,2456
21,21,3/14/2021,24949,658
22,22,3/14/2021,31115,919
23,23,3/14/2021,21146,639
24,24,3/14/2021,12228,458
25,25,3/14/2021,24052,586
1,1,3/15/2021,22107,345
2,2,3/15/2021,45647,1966
3,3,3/15/2021,12166,294
4,4,3/15/2021,63022,2082
5,5,3/15/2021,21117,559
6,6,3/15/2021,36081,844
7,7,3/15/2021,62382,2610
8,8,3/15/2021,38777,805
9,9,3/15/2021,10123,257
10,10,3/15/2021,25847,793
11,11,3/15/2021,42657,2348
12,12,3/15/2021,46649,1633
13,13,3/15/2021,48830,2963
14,14,3/15/2021,39685,2192
15,26,3/15/2021,615931,19503
15,27,3/15/2021,45940,2073
16,16,3/15/2021,33866,1259
17,17,3/15/2021,10760,184
18,18,3/15/2021,20818,474
19,19,3/15/2021,10117,263
20,20,3/15/2021,52623,2460
21,21,3/15/2021,25000,660
22,22,3/15/2021,31226,921
23,23,3/15/2021,21179,640
24,24,3/15/2021,12335,458
25,25,3/15/2021,24089,591
1,1,3/16/2021,22133,346
2,2,3/16/2021,45938,1971
3,3,3/16/2021,12241,295
4,4,3/16/2021,63197,2083
5,5,3/16/2021,21272,560
6,6,3/16/2021,36362,849
7,7,3/16/2021,62684,2616
8,8,3/16/2021,39068,811
9,9,3/16/2021,10173,257
10,10,3/16/2021,25902,796
11,11,3/16/2021,42766,2352
12,12,3/16/2021,46865,1641
13,13,3/16/2021,49060,2975
14,14,3/16/2021,39752,2193
15,26,3/16/2021,620383,19557
15,27,3/16/2021,46254,2084
16,16,3/16/2021,34016,1266
17,17,3/16/2021,10821,186
18,18,3/16/2021,20870,478
19,19,3/16/2021,10164,265
20,20,3/16/2021,52879,2463
21,21,3/16/2021,25062,664
22,22,3/16/2021,31345,923
23,23,3/16/2021,21241,644
24,24,3/16/2021,12379,459
25,25,3/16/2021,24237,596
1,1,3/17/2021,22235,347
2,2,3/17/2021,46406,1981
3,3,3/17/2021,12314,296
4,4,3/17/2021,63369,2087
5,5,3/17/2021,21408,563
6,6,3/17/2021,36702,853
7,7,3/17/2021,63059,2623
8,8,3/17/2021,39428,817
9,9,3/17/2021,10204,258
10,10,3/17/2021,25962,798
11,11,3/17/2021,42951,2359
12,12,3/17/2021,47150,1651
13,13,3/17/2021,49426,2983
14,14,3/17/2021,39898,2196
15,26,3/17/2021,624200,19648
15,27,3/17/2021,46685,2101
16,16,3/17/2021,34166,1272
17,17,3/17/2021,10862,186
18,18,3/17/2021,20935,480
19,19,3/17/2021,10204,266
20,20,3/17/2021,53184,2464
21,21,3/17/2021,25149,665
22,22,3/17/2021,31531,923
23,23,3/17/2021,21295,644
24,24,3/17/2021,12478,460
25,25,3/17/2021,24397,602
1,1,3/18/2021,22311,347
2,2,3/18/2021,46787,1989
3,3,3/18/2021,12403,297
4,4,3/18/2021,63510,2092
5,5,3/18/2021,21567,565
6,6,3/18/2021,36957,859
7,7,3/18/2021,63454,2639
8,8,3/18/2021,39745,820
9,9,3/18/2021,10240,260
10,10,3/18/2021,26004,799
11,11,3/18/2021,43069,2363
12,12,3/18/2021,47410,1659
13,13,3/18/2021,49764,2989
14,14,3/18/2021,40004,2196
15,26,3/18/2021,628022,19732
15,27,3/18/2021,46972,2109
16,16,3/18/2021,34308,1274
17,17,3/18/2021,10922,187
18,18,3/18/2021,20979,480
19,19,3/18/2021,10254,268
20,20,3/18/2021,53496,2471
21,21,3/18/2021,25196,668
22,22,3/18/2021,31695,927
23,23,3/18/2021,21388,646
24,24,3/18/2021,12495,463
25,25,3/18/2021,24569,607
1,1,3/19/2021,22346,350
2,2,3/19/2021,47163,1997
3,3,3/19/2021,12518,301
4,4,3/19/2021,63697,2097
5,5,3/19/2021,21705,569
6,6,3/19/2021,37250,864
7,7,3/19/2021,64136,2655
8,8,3/19/2021,40045,824
9,9,3/19/2021,10283,262
10,10,3/19/2021,26051,801
11,11,3/19/2021,43242,2368
12,12,3/19/2021,47705,1662
13,13,3/19/2021,50072,2997
14,14,3/19/2021,40114,2201
15,26,3/19/2021,631536,19808
15,27,3/19/2021,47265,2119
16,16,3/19/2021,34518,1279
17,17,3/19/2021,10991,189
18,18,3/19/2021,21043,480
19,19,3/19/2021,10289,272
20,20,3/19/2021,53798,2473
21,21,3/19/2021,25259,670
22,22,3/19/2021,31876,932
23,23,3/19/2021,21425,650
24,24,3/19/2021,12563,464
25,25,3/19/2021,24755,613
1,1,3/20/2021,22404,352
2,2,3/20/2021,47458,2011
3,3,3/20/2021,12629,302
4,4,3/20/2021,63857,2100
5,5,3/20/2021,21823,571
6,6,3/20/2021,37491,870
7,7,3/20/2021,65134,2662
8,8,3/20/2021,40346,826
9,9,3/20/2021,10348,265
10,10,3/20/2021,26120,802
11,11,3/20/2021,43376,2377
12,12,3/20/2021,47922,1666
13,13,3/20/2021,50479,3012
14,14,3/20/2021,40176,2203
15,26,3/20/2021,635883,19871
15,27,3/20/2021,47669,2134
16,16,3/20/2021,34656,1282
17,17,3/20/2021,11063,190
18,18,3/20/2021,21101,481
19,19,3/20/2021,10333,275
20,20,3/20/2021,54068,2479
21,21,3/20/2021,25377,672
22,22,3/20/2021,32052,934
23,23,3/20/2021,21466,651
24,24,3/20/2021,12655,470
25,25,3/20/2021,24893,627
1,1,3/21/2021,22432,352
2,2,3/21/2021,47774,2021
3,3,3/21/2021,12725,303
4,4,3/21/2021,63978,2102
5,5,3/21/2021,21911,573
6,6,3/21/2021,37666,873
7,7,3/21/2021,65352,2667
8,8,3/21/2021,40551,826
9,9,3/21/2021,10387,266
10,10,3/21/2021,26177,805
11,11,3/21/2021,43453,2381
12,12,3/21/2021,48135,1671
13,13,3/21/2021,50726,3025
14,14,3/21/2021,40240,2205
15,26,3/21/2021,638145,19912
15,27,3/21/2021,47988,2138
16,16,3/21/2021,34753,1285
17,17,3/21/2021,11112,190
18,18,3/21/2021,21130,482
19,19,3/21/2021,10404,275
20,20,3/21/2021,54414,2482
21,21,3/21/2021,25410,672
22,22,3/21/2021,32199,935
23,23,3/21/2021,21500,654
24,24,3/21/2021,12699,471
25,25,3/21/2021,25065,632
1,1,3/22/2021,22456,354
2,2,3/22/2021,47990,2023
3,3,3/22/2021,12772,306
4,4,3/22/2021,64106,2109
5,5,3/22/2021,21999,575
6,6,3/22/2021,37958,878
7,7,3/22/2021,65798,2673
8,8,3/22/2021,40776,829
9,9,3/22/2021,10428,266
10,10,3/22/2021,26216,807
11,11,3/22/2021,43526,2384
12,12,3/22/2021,48239,1677
13,13,3/22/2021,50930,3035
14,14,3/22/2021,40515,2207
15,26,3/22/2021,641601,19981
15,27,3/22/2021,48202,2145
16,16,3/22/2021,34798,1288
17,17,3/22/2021,11157,190
18,18,3/22/2021,21208,482
19,19,3/22/2021,10479,275
20,20,3/22/2021,54579,2484
21,21,3/22/2021,25450,675
22,22,3/22/2021,32235,937
23,23,3/22/2021,21523,655
24,24,3/22/2021,12725,471
25,25,3/22/2021,25124,633
1,1,3/23/2021,22565,355
2,2,3/23/2021,48354,2031
3,3,3/23/2021,12877,309
4,4,3/23/2021,64236,2115
5,5,3/23/2021,22124,576
6,6,3/23/2021,38216,880
7,7,3/23/2021,66430,2680
8,8,3/23/2021,41141,834
9,9,3/23/2021,10464,269
10,10,3/23/2021,26282,808
11,11,3/23/2021,43655,2388
12,12,3/23/2021,48453,1687
13,13,3/23/2021,51258,3043
14,14,3/23/2021,40706,2210
15,26,3/23/2021,645563,20019
15,27,3/23/2021,48535,2157
16,16,3/23/2021,34931,1295
17,17,3/23/2021,11204,191
18,18,3/23/2021,21257,482
19,19,3/23/2021,10527,276
20,20,3/23/2021,54904,2488
21,21,3/23/2021,25493,675
22,22,3/23/2021,32420,940
23,23,3/23/2021,21561,656
24,24,3/23/2021,12825,475
25,25,3/23/2021,25278,635
1,1,3/24/2021,22668,357
2,2,3/24/2021,48895,2035
3,3,3/24/2021,12984,313
4,4,3/24/2021,64403,2121
5,5,3/24/2021,22263,579
6,6,3/24/2021,38502,884
7,7,3/24/2021,67326,2688
8,8,3/24/2021,41560,836
9,9,3/24/2021,10528,269
10,10,3/24/2021,26356,811
11,11,3/24/2021,43767,2390
12,12,3/24/2021,48780,1695
13,13,3/24/2021,51614,3052
14,14,3/24/2021,40971,2218
15,26,3/24/2021,651096,20102
15,27,3/24/2021,48942,2168
16,16,3/24/2021,35100,1300
17,17,3/24/2021,11265,192
18,18,3/24/2021,21328,482
19,19,3/24/2021,10639,277
20,20,3/24/2021,55330,2492
21,21,3/24/2021,25550,676
22,22,3/24/2021,32563,944
23,23,3/24/2021,21608,658
24,24,3/24/2021,12963,476
25,25,3/24/2021,25518,641
1,1,3/25/2021,22736,357
2,2,3/25/2021,49232,2043
3,3,3/25/2021,13088,316
4,4,3/25/2021,64523,2124
5,5,3/25/2021,22367,586
6,6,3/25/2021,38801,887
7,7,3/25/2021,68055,2704
8,8,3/25/2021,41805,838
9,9,3/25/2021,10581,271
10,10,3/25/2021,26406,811
11,11,3/25/2021,43910,2398
12,12,3/25/2021,48995,1706
13,13,3/25/2021,51922,3066
14,14,3/25/2021,41074,2222
15,26,3/25/2021,654562,20167
15,27,3/25/2021,49399,2176
16,16,3/25/2021,35241,1304
17,17,3/25/2021,11323,192
18,18,3/25/2021,21335,483
19,19,3/25/2021,10680,277
20,20,3/25/2021,55765,2497
21,21,3/25/2021,25630,677
22,22,3/25/2021,32719,947
23,23,3/25/2021,21647,658
24,24,3/25/2021,12995,477
25,25,3/25/2021,25674,647
1,1,3/26/2021,22861,359
2,2,3/26/2021,49665,2067
3,3,3/26/2021,13224,317
4,4,3/26/2021,64798,2129
5,5,3/26/2021,22491,589
6,6,3/26/2021,39243,892
7,7,3/26/2021,68615,2715
8,8,3/26/2021,42330,842
9,9,3/26/2021,10625,272
10,10,3/26/2021,26486,812
11,11,3/26/2021,44071,2405
12,12,3/26/2021,49378,1715
13,13,3/26/2021,52531,3082
14,14,3/26/2021,41356,2231
15,26,3/26/2021,660204,20230
15,27,3/26/2021,49876,2183
16,16,3/26/2021,35417,1308
17,17,3/26/2021,11386,193
18,18,3/26/2021,21458,484
19,19,3/26/2021,10741,278
20,20,3/26/2021,56212,2503
21,21,3/26/2021,25760,680
22,22,3/26/2021,32937,952
23,23,3/26/2021,21716,659
24,24,3/26/2021,13119,478
25,25,3/26/2021,25884,657
1,1,3/27/2021,23015,359
2,2,3/27/2021,50037,2077
3,3,3/27/2021,13342,319
4,4,3/27/2021,64982,2130
5,5,3/27/2021,22621,594
6,6,3/27/2021,39560,897
7,7,3/27/2021,69032,2725
8,8,3/27/2021,42640,845
9,9,3/27/2021,10663,273
10,10,3/27/2021,26567,813
11,11,3/27/2021,44188,2415
12,12,3/27/2021,49729,1718
13,13,3/27/2021,52845,3095
14,14,3/27/2021,41614,2238
15,26,3/27/2021,664004,20317
15,27,3/27/2021,50222,2197
16,16,3/27/2021,35564,1311
17,17,3/27/2021,11448,193
18,18,3/27/2021,21504,486
19,19,3/27/2021,10795,281
20,20,3/27/2021,56634,2509
21,21,3/27/2021,25830,680
22,22,3/27/2021,33113,958
23,23,3/27/2021,21774,663
24,24,3/27/2021,13174,480
25,25,3/27/2021,26076,665
1,1,3/28/2021,23066,360
2,2,3/28/2021,50444,2093
3,3,3/28/2021,13452,322
4,4,3/28/2021,65141,2136
5,5,3/28/2021,22729,597
6,6,3/28/2021,39879,905
7,7,3/28/2021,70166,2737
8,8,3/28/2021,42911,849
9,9,3/28/2021,10724,276
10,10,3/28/2021,26664,817
11,11,3/28/2021,44305,2421
12,12,3/28/2021,49979,1723
13,13,3/28/2021,53200,3114
14,14,3/28/2021,41777,2245
15,26,3/28/2021,667632,20406
15,27,3/28/2021,50634,2210
16,16,3/28/2021,35636,1311
17,17,3/28/2021,11505,194
18,18,3/28/2021,21605,487
19,19,3/28/2021,10850,283
20,20,3/28/2021,57016,2515
21,21,3/28/2021,25880,684
22,22,3/28/2021,33279,962
23,23,3/28/2021,21833,667
24,24,3/28/2021,13306,480
25,25,3/28/2021,26269,675
1,1,3/29/2021,23086,363
2,2,3/29/2021,50557,2099
3,3,3/29/2021,13513,325
4,4,3/29/2021,65192,2139
5,5,3/29/2021,22788,603
6,6,3/29/2021,40057,908
7,7,3/29/2021,70242,2744
8,8,3/29/2021,43022,853
9,9,3/29/2021,10748,277
10,10,3/29/2021,26708,821
11,11,3/29/2021,44370,2429
12,12,3/29/2021,50080,1729
13,13,3/29/2021,53313,3126
14,14,3/29/2021,41939,2246
15,26,3/29/2021,668925,20471
15,27,3/29/2021,50767,2221
16,16,3/29/2021,35681,1316
17,17,3/29/2021,11552,194
18,18,3/29/2021,21657,487
19,19,3/29/2021,10892,284
20,20,3/29/2021,57215,2524
21,21,3/29/2021,25912,687
22,22,3/29/2021,33389,965
23,23,3/29/2021,21843,668
24,24,3/29/2021,13327,480
25,25,3/29/2021,26346,676
1,1,3/30/2021,23141,365
2,2,3/30/2021,50871,2111
3,3,3/30/2021,13616,326
4,4,3/30/2021,65386,2142
5,5,3/30/2021,22904,605
6,6,3/30/2021,40289,911
7,7,3/30/2021,71037,2757
8,8,3/30/2021,43298,856
9,9,3/30/2021,10801,278
10,10,3/30/2021,26786,821
11,11,3/30/2021,44464,2434
12,12,3/30/2021,50352,1736
13,13,3/30/2021,53637,3133
14,14,3/30/2021,42053,2249
15,26,3/30/2021,671414,20544
15,27,3/30/2021,51099,2227
16,16,3/30/2021,35772,1318
17,17,3/30/2021,11605,194
18,18,3/30/2021,21704,488
19,19,3/30/2021,10983,289
20,20,3/30/2021,57548,2527
21,21,3/30/2021,25961,687
22,22,3/30/2021,33535,970
23,23,3/30/2021,21895,668
24,24,3/30/2021,13372,481
25,25,3/30/2021,26554,684
1,1,3/31/2021,23203,368
2,2,3/31/2021,51203,2121
3,3,3/31/2021,13745,328
4,4,3/31/2021,65601,2147
5,5,3/31/2021,23005,611
6,6,3/31/2021,40679,916
7,7,3/31/2021,71722,2764
8,8,3/31/2021,43654,858
9,9,3/31/2021,10875,282
10,10,3/31/2021,26873,823
11,11,3/31/2021,44612,2441
12,12,3/31/2021,50720,1743
13,13,3/31/2021,54066,3148
14,14,3/31/2021,42286,2256
15,26,3/31/2021,674868,20625
15,27,3/31/2021,51567,2238
16,16,3/31/2021,35848,1323
17,17,3/31/2021,11664,194
18,18,3/31/2021,21770,488
19,19,3/31/2021,11037,290
20,20,3/31/2021,57951,2533
21,21,3/31/2021,26023,688
22,22,3/31/2021,33784,976
23,23,3/31/2021,21937,672
24,24,3/31/2021,13423,483
25,25,3/31/2021,26691,692
1,1,4/1/2021,23304,369
2,2,4/1/2021,51711,2132
3,3,4/1/2021,13883,331
4,4,4/1/2021,65923,2148
5,5,4/1/2021,23144,614
6,6,4/1/2021,41092,916
7,7,4/1/2021,74111,2768
8,8,4/1/2021,44124,860
9,9,4/1/2021,10940,284
10,10,4/1/2021,26968,824
11,11,4/1/2021,44720,2446
12,12,4/1/2021,51029,1747
13,13,4/1/2021,54461,3167
14,14,4/1/2021,42409,2261
15,26,4/1/2021,680330,20682
15,27,4/1/2021,51902,2243
16,16,4/1/2021,36105,1325
17,17,4/1/2021,11712,195
18,18,4/1/2021,21841,489
19,19,4/1/2021,11100,290
20,20,4/1/2021,58445,2537
21,21,4/1/2021,26104,689
22,22,4/1/2021,34016,980
23,23,4/1/2021,21980,677
24,24,4/1/2021,13528,485
25,25,4/1/2021,26841,702
1,1,4/2/2021,23349,370
2,2,4/2/2021,52043,2136
3,3,4/2/2021,14039,334
4,4,4/2/2021,66047,2151
5,5,4/2/2021,23273,618
6,6,4/2/2021,41337,920
7,7,4/2/2021,75180,2773
8,8,4/2/2021,44397,862
9,9,4/2/2021,10981,285
10,10,4/2/2021,27069,827
11,11,4/2/2021,44787,2449
12,12,4/2/2021,51240,1754
13,13,4/2/2021,54680,3187
14,14,4/2/2021,42554,2267
