region,region_orig,date,confirmed,deaths
3,3,9/27/2020,4704,90
4,4,9/27/2020,41476,1345
5,5,9/27/2020,11381,299
6,6,9/27/2020,19576,465
7,7,9/27/2020,32140,1738
8,8,9/27/2020,20339,411
9,9,9/27/2020,6626,110
10,10,9/27/2020,15936,375
11,11,9/27/2020,27369,1589
12,12,9/27/2020,19509,752
13,13,9/27/2020,28643,2201
14,14,9/27/2020,26060,1678
15,26,9/27/2020,338853,13143
15,27,9/27/2020,28215,1347
16,16,9/27/2020,18764,947
17,17,9/27/2020,8067,137
18,18,9/27/2020,13176,263
19,19,9/27/2020,5034,107
20,20,9/27/2020,34890,1950
21,21,9/27/2020,14673,292
22,22,9/27/2020,17502,697
23,23,9/27/2020,11858,210
24,24,9/27/2020,7273,300
25,25,9/27/2020,16025,315
1,1,9/28/2020,14675,213
2,2,9/28/2020,22661,1289
3,3,9/28/2020,4743,91
4,4,9/28/2020,41633,1350
5,5,9/28/2020,11438,300
6,6,9/28/2020,19652,468
7,7,9/28/2020,32193,1743
8,8,9/28/2020,20415,412
9,9,9/28/2020,6673,110
10,10,9/28/2020,15987,376
11,11,9/28/2020,27494,1592
12,12,9/28/2020,19722,754
13,13,9/28/2020,28811,2202
14,14,9/28/2020,26189,1679
15,26,9/28/2020,340079,13168
15,27,9/28/2020,28294,1349
16,16,9/28/2020,18872,947
17,17,9/28/2020,8173,137
18,18,9/28/2020,13210,263
19,19,9/28/2020,5072,108
20,20,9/28/2020,35032,1952
21,21,9/28/2020,14890,294
22,22,9/28/2020,17598,699
23,23,9/28/2020,11884,211
24,24,9/28/2020,7291,301
25,25,9/28/2020,16033,316
1,1,9/29/2020,14769,213
2,2,9/29/2020,22728,1292
3,3,9/29/2020,4756,91
4,4,9/29/2020,41748,1352
5,5,9/29/2020,11479,300
6,6,9/29/2020,19751,470
7,7,9/29/2020,32353,1747
8,8,9/29/2020,20483,415
9,9,9/29/2020,6697,111
10,10,9/29/2020,16031,378
11,11,9/29/2020,27602,1596
12,12,9/29/2020,19783,757
13,13,9/29/2020,28893,2206
14,14,9/29/2020,26238,1686
15,26,9/29/2020,341363,13193
15,27,9/29/2020,28374,1353
16,16,9/29/2020,19020,947
17,17,9/29/2020,8213,137
18,18,9/29/2020,13252,263
19,19,9/29/2020,5107,109
20,20,9/29/2020,35136,1954
21,21,9/29/2020,14934,296
22,22,9/29/2020,17745,699
23,23,9/29/2020,11911,212
24,24,9/29/2020,7311,301
25,25,9/29/2020,16091,318
1,1,9/30/2020,14804,213
2,2,9/30/2020,22822,1293
3,3,9/30/2020,4783,91
4,4,9/30/2020,41882,1355
5,5,9/30/2020,11533,301
6,6,9/30/2020,19899,471
7,7,9/30/2020,32420,1749
8,8,9/30/2020,20550,416
9,9,9/30/2020,6713,112
10,10,9/30/2020,16070,379
11,11,9/30/2020,27707,1599
12,12,9/30/2020,19884,761
13,13,9/30/2020,29060,2208
14,14,9/30/2020,26291,1688
15,26,9/30/2020,342586,13224
15,27,9/30/2020,28479,1353
16,16,9/30/2020,19208,949
17,17,9/30/2020,8219,138
18,18,9/30/2020,13277,263
19,19,9/30/2020,5118,109
20,20,9/30/2020,35195,1957
21,21,9/30/2020,15015,300
22,22,9/30/2020,17886,701
23,23,9/30/2020,11976,213
24,24,9/30/2020,7333,301
25,25,9/30/2020,16119,319
1,1,10/1/2020,14920,213
2,2,10/1/2020,22934,1297
3,3,10/1/2020,4829,91
4,4,10/1/2020,42006,1358
5,5,10/1/2020,11581,302
6,6,10/1/2020,20017,472
7,7,10/1/2020,32572,1754
8,8,10/1/2020,20638,421
9,9,10/1/2020,6775,112
10,10,10/1/2020,16128,379
11,11,10/1/2020,27801,1600
12,12,10/1/2020,19952,763
13,13,10/1/2020,29201,2208
14,14,10/1/2020,26379,1691
15,26,10/1/2020,344116,13256
15,27,10/1/2020,28543,1360
16,16,10/1/2020,19260,949
17,17,10/1/2020,8234,138
18,18,10/1/2020,13314,265
19,19,10/1/2020,5129,110
20,20,10/1/2020,35285,1958
21,21,10/1/2020,15078,300
22,22,10/1/2020,18044,704
23,23,10/1/2020,12010,214
24,24,10/1/2020,7394,301
25,25,10/1/2020,16157,319
1,1,10/2/2020,15095,213
2,2,10/2/2020,23034,1303
3,3,10/2/2020,4845,92
4,4,10/2/2020,42109,1363
5,5,10/2/2020,11643,302
6,6,10/2/2020,20086,473
7,7,10/2/2020,32915,1758
8,8,10/2/2020,20688,423
9,9,10/2/2020,6803,112
10,10,10/2/2020,16196,380
11,11,10/2/2020,27867,1601
12,12,10/2/2020,20037,767
13,13,10/2/2020,29327,2209
14,14,10/2/2020,26455,1691
15,26,10/2/2020,345336,13289
15,27,10/2/2020,28646,1363
16,16,10/2/2020,19330,950
17,17,10/2/2020,8253,138
18,18,10/2/2020,13367,266
19,19,10/2/2020,5137,110
20,20,10/2/2020,35469,1963
21,21,10/2/2020,15127,302
22,22,10/2/2020,18155,704
23,23,10/2/2020,12043,216
24,24,10/2/2020,7423,301
25,25,10/2/2020,16178,320
1,1,10/4/2020,15282,214
2,2,10/4/2020,23222,1308
3,3,10/4/2020,4919,93
4,4,10/4/2020,42314,1366
5,5,10/4/2020,11729,303
6,6,10/4/2020,20253,476
7,7,10/4/2020,33537,1763
8,8,10/4/2020,20783,425
9,9,10/4/2020,6832,113
10,10,10/4/2020,16239,381
11,11,10/4/2020,28027,1609
12,12,10/4/2020,20147,773
13,13,10/4/2020,29530,2217
14,14,10/4/2020,26591,1694
15,26,10/4/2020,348414,13350
15,27,10/4/2020,28728,1368
16,16,10/4/2020,19518,951
17,17,10/4/2020,8277,138
18,18,10/4/2020,13413,267
19,19,10/4/2020,5192,110
20,20,10/4/2020,35735,1973
21,21,10/4/2020,15254,304
22,22,10/4/2020,18369,706
23,23,10/4/2020,12123,217
24,24,10/4/2020,7469,303
25,25,10/4/2020,16272,320
1,1,10/5/2020,15312,215
2,2,10/5/2020,23274,1310
3,3,10/5/2020,4926,94
4,4,10/5/2020,42372,1375
5,5,10/5/2020,11802,304
6,6,10/5/2020,20301,478
7,7,10/5/2020,33699,1767
8,8,10/5/2020,20804,426
9,9,10/5/2020,6837,113
10,10,10/5/2020,16256,384
11,11,10/5/2020,28043,1615
12,12,10/5/2020,20229,777
13,13,10/5/2020,29588,2222
14,14,10/5/2020,26608,1695
15,26,10/5/2020,349286,13393
15,27,10/5/2020,28764,1373
16,16,10/5/2020,19527,951
17,17,10/5/2020,8283,139
18,18,10/5/2020,13422,268
19,19,10/5/2020,5199,110
20,20,10/5/2020,35809,1975
21,21,10/5/2020,15362,304
22,22,10/5/2020,18393,706
23,23,10/5/2020,12145,217
24,24,10/5/2020,7478,303
25,25,10/5/2020,16280,320
1,1,10/6/2020,15376,215
2,2,10/6/2020,23351,1310
3,3,10/6/2020,4947,95
4,4,10/6/2020,42439,1380
5,5,10/6/2020,11841,306
6,6,10/6/2020,20367,484
7,7,10/6/2020,33832,1773
8,8,10/6/2020,20864,429
9,9,10/6/2020,6852,113
10,10,10/6/2020,16290,386
11,11,10/6/2020,28188,1619
12,12,10/6/2020,20363,777
13,13,10/6/2020,29694,2223
14,14,10/6/2020,26674,1702
15,26,10/6/2020,350544,13424
15,27,10/6/2020,28803,1380
16,16,10/6/2020,19674,954
17,17,10/6/2020,8307,139
18,18,10/6/2020,13440,269
19,19,10/6/2020,5215,110
20,20,10/6/2020,35927,1975
21,21,10/6/2020,15427,304
22,22,10/6/2020,18483,706
23,23,10/6/2020,12172,218
24,24,10/6/2020,7494,303
25,25,10/6/2020,16365,320
1,1,10/7/2020,15452,216
2,2,10/7/2020,23425,1311
3,3,10/7/2020,4975,95
4,4,10/7/2020,42536,1384
5,5,10/7/2020,11886,309
6,6,10/7/2020,20471,484
7,7,10/7/2020,33956,1775
8,8,10/7/2020,20922,431
9,9,10/7/2020,6874,115
10,10,10/7/2020,16332,387
11,11,10/7/2020,28256,1623
12,12,10/7/2020,20407,783
13,13,10/7/2020,29805,2228
14,14,10/7/2020,26708,1707
15,26,10/7/2020,351743,13468
15,27,10/7/2020,28851,1384
16,16,10/7/2020,19783,955
17,17,10/7/2020,8334,139
18,18,10/7/2020,13474,270
19,19,10/7/2020,5227,110
20,20,10/7/2020,36028,1978
21,21,10/7/2020,15460,306
22,22,10/7/2020,18592,708
23,23,10/7/2020,12185,218
24,24,10/7/2020,7509,303
25,25,10/7/2020,16471,322
1,1,10/8/2020,15539,216
2,2,10/8/2020,23549,1314
3,3,10/8/2020,5013,97
4,4,10/8/2020,42647,1390
5,5,10/8/2020,11941,309
6,6,10/8/2020,20533,487
7,7,10/8/2020,34143,1778
8,8,10/8/2020,20970,433
9,9,10/8/2020,6900,115
10,10,10/8/2020,16385,392
11,11,10/8/2020,28350,1625
12,12,10/8/2020,20479,786
13,13,10/8/2020,29862,2230
14,14,10/8/2020,26783,1711
15,26,10/8/2020,352903,13505
15,27,10/8/2020,28937,1386
16,16,10/8/2020,19857,955
17,17,10/8/2020,8380,139
18,18,10/8/2020,13516,273
19,19,10/8/2020,5249,110
20,20,10/8/2020,36135,1982
21,21,10/8/2020,15543,309
22,22,10/8/2020,18675,709
23,23,10/8/2020,12216,219
24,24,10/8/2020,7528,305
25,25,10/8/2020,16581,323
1,1,10/9/2020,15602,217
2,2,10/9/2020,23717,1317
3,3,10/9/2020,5041,97
4,4,10/9/2020,42787,1392
5,5,10/9/2020,12073,311
6,6,10/9/2020,20638,489
7,7,10/9/2020,34416,1782
8,8,10/9/2020,21057,435
9,9,10/9/2020,6925,115
10,10,10/9/2020,16429,394
11,11,10/9/2020,28465,1627
12,12,10/9/2020,20634,787
13,13,10/9/2020,30032,2233
14,14,10/9/2020,26851,1713
15,26,10/9/2020,354570,13524
15,27,10/9/2020,29209,1388
16,16,10/9/2020,20005,956
17,17,10/9/2020,8496,139
18,18,10/9/2020,13601,274
19,19,10/9/2020,5271,110
20,20,10/9/2020,36299,1986
21,21,10/9/2020,15772,311
22,22,10/9/2020,18899,710
23,23,10/9/2020,12255,222
24,24,10/9/2020,7565,305
25,25,10/9/2020,16746,324
1,1,10/10/2020,15613,217
2,2,10/10/2020,23818,1321
3,3,10/10/2020,5064,97
4,4,10/10/2020,42890,1395
5,5,10/10/2020,12131,313
6,6,10/10/2020,20704,489
7,7,10/10/2020,34598,1785
8,8,10/10/2020,21078,435
9,9,10/10/2020,6932,115
10,10,10/10/2020,16457,395
11,11,10/10/2020,28522,1632
12,12,10/10/2020,20723,788
13,13,10/10/2020,30155,2234
14,14,10/10/2020,26895,1719
15,26,10/10/2020,355838,13554
15,27,10/10/2020,29262,1389
16,16,10/10/2020,20065,957
17,17,10/10/2020,8509,139
18,18,10/10/2020,13631,274
19,19,10/10/2020,5280,110
20,20,10/10/2020,36445,1987
21,21,10/10/2020,15801,312
22,22,10/10/2020,18993,713
23,23,10/10/2020,12271,222
24,24,10/10/2020,7601,305
25,25,10/10/2020,16812,326
1,1,10/11/2020,15630,217
2,2,10/11/2020,23939,1322
3,3,10/11/2020,5084,99
4,4,10/11/2020,42976,1397
5,5,10/11/2020,12216,314
6,6,10/11/2020,20787,491
7,7,10/11/2020,34715,1792
8,8,10/11/2020,21145,438
9,9,10/11/2020,6940,116
10,10,10/11/2020,16489,395
11,11,10/11/2020,28578,1636
12,12,10/11/2020,20840,791
13,13,10/11/2020,30283,2235
14,14,10/11/2020,26969,1723
15,26,10/11/2020,357210,13591
15,27,10/11/2020,29263,1392
16,16,10/11/2020,20193,957
17,17,10/11/2020,8519,139
18,18,10/11/2020,13658,275
19,19,10/11/2020,5338,110
20,20,10/11/2020,36648,1989
21,21,10/11/2020,15904,316
22,22,10/11/2020,19187,715
23,23,10/11/2020,12341,222
24,24,10/11/2020,7636,305
25,25,10/11/2020,16883,328
1,1,10/12/2020,15642,217
2,2,10/12/2020,24054,1324
3,3,10/12/2020,5105,99
4,4,10/12/2020,43016,1400
5,5,10/12/2020,12271,314
6,6,10/12/2020,20833,491
7,7,10/12/2020,34758,1797
8,8,10/12/2020,21254,439
9,9,10/12/2020,6946,117
10,10,10/12/2020,16515,396
11,11,10/12/2020,28590,1637
12,12,10/12/2020,20920,793
13,13,10/12/2020,30397,2237
14,14,10/12/2020,27028,1724
15,26,10/12/2020,357820,13614
15,27,10/12/2020,29305,1395
16,16,10/12/2020,20252,958
17,17,10/12/2020,8532,139
18,18,10/12/2020,13671,275
19,19,10/12/2020,5353,110
20,20,10/12/2020,36714,1992
21,21,10/12/2020,15985,318
22,22,10/12/2020,19277,715
23,23,10/12/2020,12399,222
24,24,10/12/2020,7648,305
25,25,10/12/2020,16886,329
1,1,10/13/2020,15665,218
2,2,10/13/2020,24177,1326
3,3,10/13/2020,5138,99
4,4,10/13/2020,43058,1402
5,5,10/13/2020,12329,315
6,6,10/13/2020,20917,493
7,7,10/13/2020,34880,1800
8,8,10/13/2020,21312,439
9,9,10/13/2020,6968,117
10,10,10/13/2020,16539,400
11,11,10/13/2020,28650,1640
12,12,10/13/2020,20995,793
13,13,10/13/2020,30582,2238
14,14,10/13/2020,27080,1728
15,26,10/13/2020,358786,13644
15,27,10/13/2020,29349,1395
16,16,10/13/2020,20408,958
17,17,10/13/2020,8544,139
18,18,10/13/2020,13700,275
19,19,10/13/2020,5376,110
20,20,10/13/2020,36943,1998
21,21,10/13/2020,16049,319
22,22,10/13/2020,19443,715
23,23,10/13/2020,12478,222
24,24,10/13/2020,7677,305
25,25,10/13/2020,16931,331
1,1,10/14/2020,15726,219
2,2,10/14/2020,24257,1330
3,3,10/14/2020,5177,99
4,4,10/14/2020,43173,1411
5,5,10/14/2020,12407,316
6,6,10/14/2020,20992,494
7,7,10/14/2020,35021,1804
8,8,10/14/2020,21374,440
9,9,10/14/2020,6985,119
10,10,10/14/2020,16564,401
11,11,10/14/2020,28708,1641
12,12,10/14/2020,21154,798
13,13,10/14/2020,30775,2245
14,14,10/14/2020,27204,1735
15,26,10/14/2020,359990,13683
15,27,10/14/2020,29437,1396
16,16,10/14/2020,20515,959
17,17,10/14/2020,8556,141
18,18,10/14/2020,13727,275
19,19,10/14/2020,5392,110
20,20,10/14/2020,37032,1998
21,21,10/14/2020,16101,321
22,22,10/14/2020,19509,717
23,23,10/14/2020,12516,222
24,24,10/14/2020,7687,306
25,25,10/14/2020,16972,332
1,1,10/15/2020,15763,219
2,2,10/15/2020,24446,1333
3,3,10/15/2020,5241,101
4,4,10/15/2020,43281,1415
5,5,10/15/2020,12449,316
6,6,10/15/2020,21066,495
7,7,10/15/2020,35126,1807
8,8,10/15/2020,21422,443
9,9,10/15/2020,7012,119
10,10,10/15/2020,16625,402
11,11,10/15/2020,28819,1642
12,12,10/15/2020,21297,800
13,13,10/15/2020,30886,2255
14,14,10/15/2020,27277,1739
15,26,10/15/2020,361004,13699
15,27,10/15/2020,29493,1401
16,16,10/15/2020,20654,961
17,17,10/15/2020,8562,142
18,18,10/15/2020,13764,275
19,19,10/15/2020,5411,110
20,20,10/15/2020,37101,2000
21,21,10/15/2020,16178,324
22,22,10/15/2020,19577,718
23,23,10/15/2020,12577,222
24,24,10/15/2020,7712,307
25,25,10/15/2020,16997,332
1,1,10/16/2020,15804,220
2,2,10/16/2020,24568,1336
3,3,10/16/2020,5302,103
4,4,10/16/2020,43368,1418
5,5,10/16/2020,12486,317
6,6,10/16/2020,21143,495
7,7,10/16/2020,35233,1812
8,8,10/16/2020,21479,444
9,9,10/16/2020,7032,120
10,10,10/16/2020,16661,402
11,11,10/16/2020,28884,1645
12,12,10/16/2020,21414,803
13,13,10/16/2020,31005,2257
14,14,10/16/2020,27348,1746
15,26,10/16/2020,361982,13726
15,27,10/16/2020,29533,1404
16,16,10/16/2020,20817,964
17,17,10/16/2020,8575,142
18,18,10/16/2020,13795,275
19,19,10/16/2020,5455,110
20,20,10/16/2020,37168,2001
21,21,10/16/2020,16232,327
22,22,10/16/2020,19658,718
23,23,10/16/2020,12657,222
24,24,10/16/2020,7744,307
25,25,10/16/2020,17074,334
1,1,10/17/2020,15848,220
2,2,10/17/2020,24710,1336
3,3,10/17/2020,5330,104
4,4,10/17/2020,43434,1418
5,5,10/17/2020,12532,320
6,6,10/17/2020,21231,495
7,7,10/17/2020,35334,1817
8,8,10/17/2020,21553,446
9,9,10/17/2020,7063,120
10,10,10/17/2020,16698,402
11,11,10/17/2020,28930,1647
12,12,10/17/2020,21587,804
13,13,10/17/2020,31143,2260
14,14,10/17/2020,27495,1747
15,26,10/17/2020,363178,13754
15,27,10/17/2020,29611,1405
16,16,10/17/2020,20952,965
17,17,10/17/2020,8607,142
18,18,10/17/2020,13839,275
19,19,10/17/2020,5478,110
20,20,10/17/2020,37266,2002
21,21,10/17/2020,16288,327
22,22,10/17/2020,19775,719
23,23,10/17/2020,12688,223
24,24,10/17/2020,7792,310
25,25,10/17/2020,17187,334
1,1,10/18/2020,15882,220
2,2,10/18/2020,24899,1339
